source,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
data_raw/surveys_part1.csv,2546,3,9,1980,17,DS,M,NA,126,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2547,3,9,1980,20,DM,F,NA,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2548,3,9,1980,3,PF,F,NA,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2549,3,9,1980,4,DM,F,NA,41,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2550,3,9,1980,17,DM,M,NA,49,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2551,3,9,1980,18,DM,F,NA,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2552,3,9,1980,22,DM,F,NA,55,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2553,3,9,1980,13,OL,M,NA,38,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2554,3,9,1980,18,DS,F,NA,114,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2555,3,9,1980,2,DM,M,NA,42,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2556,3,9,1980,6,DM,F,NA,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2557,3,9,1980,9,DM,F,NA,48,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2558,3,9,1980,12,NL,M,NA,74,Neotoma,albigula,Rodent,Control
data_raw/surveys_part1.csv,2559,3,9,1980,13,DM,M,NA,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2560,3,9,1980,22,DM,M,NA,49,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2561,3,9,1980,1,DS,M,NA,145,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2562,3,9,1980,2,DO,M,NA,55,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part1.csv,2563,3,9,1980,8,DO,F,NA,47,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part1.csv,2564,3,9,1980,9,PP,M,NA,15,Chaetodipus,penicillatus,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2565,3,9,1980,20,OL,F,NA,36,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2566,3,9,1980,4,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2567,3,9,1980,6,DM,F,NA,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2568,3,9,1980,9,OL,F,NA,34,Onychomys,leucogaster,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2569,3,9,1980,12,DM,M,NA,50,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2570,3,9,1980,13,DM,F,NA,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2571,3,9,1980,24,DM,M,NA,48,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2572,3,9,1980,1,PE,F,NA,24,Peromyscus,eremicus,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2573,3,9,1980,3,RM,F,NA,14,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2574,3,9,1980,6,DO,F,NA,49,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2575,3,9,1980,11,DM,F,NA,29,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2576,3,9,1980,15,PF,F,NA,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2577,3,9,1980,18,DS,M,NA,108,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2578,3,9,1980,20,DM,M,NA,49,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2579,3,9,1980,22,DM,F,NA,49,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2580,3,9,1980,20,OT,M,NA,25,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2581,3,9,1980,21,RM,F,NA,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2582,3,9,1980,22,DM,M,NA,47,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2583,3,9,1980,3,PF,M,NA,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2584,3,9,1980,12,DM,F,NA,43,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2585,3,9,1980,13,DO,M,NA,54,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2586,3,9,1980,14,DM,F,NA,50,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2587,3,9,1980,24,DM,F,NA,53,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2588,3,9,1980,1,DM,M,NA,50,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2589,3,9,1980,2,DM,F,NA,46,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2590,3,9,1980,9,DS,M,NA,146,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2591,3,9,1980,4,PF,M,NA,5,Perognathus,flavus,Rodent,Control
data_raw/surveys_part1.csv,2592,3,9,1980,9,DM,M,NA,50,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2593,3,9,1980,13,OT,M,NA,28,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2594,3,9,1980,18,DO,M,NA,44,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2595,3,9,1980,3,PF,M,NA,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2596,3,9,1980,6,DM,M,NA,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2597,3,9,1980,13,DM,M,NA,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2598,3,9,1980,15,OT,F,NA,27,Onychomys,torridus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2599,3,9,1980,20,DM,F,NA,51,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2600,3,9,1980,2,DM,F,NA,38,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2601,3,9,1980,4,DS,F,NA,111,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2602,3,9,1980,6,OT,F,NA,27,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2603,3,9,1980,12,DO,M,NA,53,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part1.csv,2604,3,9,1980,14,DM,F,NA,43,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2605,3,9,1980,22,DM,F,NA,52,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2606,3,9,1980,2,DO,M,NA,55,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part1.csv,2607,3,9,1980,4,DS,M,NA,121,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2608,3,9,1980,13,DM,M,NA,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2609,3,9,1980,14,DM,F,NA,52,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2610,3,9,1980,22,OL,M,NA,36,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part1.csv,2611,3,9,1980,12,DS,M,NA,136,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2612,3,9,1980,13,DO,F,NA,51,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2613,3,9,1980,14,DM,M,NA,58,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2614,3,9,1980,24,DS,M,NA,86,Dipodomys,spectabilis,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2615,3,9,1980,2,DO,M,NA,NA,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part1.csv,2616,3,9,1980,6,DM,M,NA,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2617,3,9,1980,11,PF,F,NA,7,Perognathus,flavus,Rodent,Control
data_raw/surveys_part1.csv,2618,3,9,1980,13,OT,F,NA,21,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2619,3,9,1980,20,DM,M,NA,52,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2620,3,9,1980,24,DS,F,NA,126,Dipodomys,spectabilis,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2621,3,9,1980,6,DO,M,NA,42,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2622,3,9,1980,2,DM,M,NA,43,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2623,3,9,1980,12,RM,M,NA,10,Reithrodontomys,megalotis,Rodent,Control
data_raw/surveys_part1.csv,2624,3,9,1980,6,DS,F,NA,67,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2625,3,9,1980,20,RM,F,NA,16,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2626,3,9,1980,1,DM,M,NA,42,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2627,3,9,1980,2,OL,M,NA,39,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part1.csv,2628,3,9,1980,4,DS,M,NA,124,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2629,3,9,1980,9,DM,M,NA,49,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2630,3,9,1980,11,DO,F,NA,50,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part1.csv,2631,3,9,1980,2,DM,M,NA,44,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2632,3,9,1980,8,DO,F,NA,57,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part1.csv,2633,3,9,1980,13,DM,M,NA,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2634,3,9,1980,20,DM,M,NA,49,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2635,3,9,1980,2,DM,F,NA,52,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2636,3,9,1980,3,PF,M,NA,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2637,3,9,1980,12,OL,F,NA,38,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part1.csv,2638,3,9,1980,20,DM,F,NA,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2639,3,9,1980,21,RM,M,NA,8,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2640,3,9,1980,1,DO,M,NA,44,Dipodomys,ordii,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2641,3,9,1980,11,DS,M,NA,147,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2642,3,9,1980,15,DM,M,NA,37,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2643,3,9,1980,2,DM,M,NA,43,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2644,3,9,1980,17,DS,M,NA,132,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2645,3,9,1980,19,RM,M,NA,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2646,3,9,1980,2,RM,M,NA,10,Reithrodontomys,megalotis,Rodent,Control
data_raw/surveys_part1.csv,2647,3,9,1980,5,DM,M,NA,48,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2648,3,9,1980,11,DM,M,NA,42,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2649,3,9,1980,2,OL,F,NA,38,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part1.csv,2650,3,9,1980,6,OL,M,NA,40,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2651,3,9,1980,13,DM,F,NA,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2652,3,9,1980,19,RM,M,NA,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2653,3,9,1980,2,DM,M,NA,51,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2654,3,9,1980,4,DS,F,NA,135,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2655,3,9,1980,5,DM,F,NA,46,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2656,3,9,1980,9,DS,F,NA,114,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2657,3,9,1980,13,DS,M,NA,118,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2658,3,9,1980,20,DM,M,NA,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2659,3,9,1980,21,PF,M,NA,9,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2660,3,9,1980,22,DS,M,NA,147,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2661,3,9,1980,1,DM,F,NA,46,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2662,3,9,1980,2,DM,M,NA,47,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2663,3,9,1980,4,DS,M,NA,147,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2664,3,9,1980,9,OL,F,NA,37,Onychomys,leucogaster,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2665,3,9,1980,12,DM,M,NA,52,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2666,3,9,1980,20,DM,M,NA,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2667,3,9,1980,2,DM,F,NA,46,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2668,3,9,1980,24,DM,M,NA,47,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2669,3,9,1980,24,DM,M,NA,53,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2670,3,9,1980,1,OT,F,NA,22,Onychomys,torridus,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2671,3,9,1980,8,DM,M,NA,45,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2672,3,9,1980,9,DM,M,NA,48,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2673,3,9,1980,19,RM,F,NA,12,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2674,3,9,1980,17,DO,M,NA,NA,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part1.csv,2675,3,9,1980,19,OT,M,NA,24,Onychomys,torridus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2676,3,9,1980,20,DM,F,NA,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2677,3,9,1980,4,DM,M,NA,52,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2678,3,9,1980,6,DM,M,NA,51,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2679,3,9,1980,14,DM,M,NA,42,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2680,3,9,1980,19,OT,F,NA,24,Onychomys,torridus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2681,3,9,1980,20,DM,M,NA,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2682,3,9,1980,22,DS,M,NA,131,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2683,3,9,1980,6,DO,M,NA,56,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2684,3,9,1980,8,DS,M,NA,85,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2685,3,9,1980,11,RM,F,NA,14,Reithrodontomys,megalotis,Rodent,Control
data_raw/surveys_part1.csv,2686,3,9,1980,12,DM,F,NA,41,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2687,3,9,1980,13,DS,M,NA,89,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2688,3,9,1980,17,OL,M,NA,35,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part1.csv,2689,3,9,1980,1,DS,M,NA,160,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2690,3,9,1980,8,DS,M,NA,131,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2691,3,9,1980,20,DS,M,NA,134,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2692,3,9,1980,2,DM,M,NA,45,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2693,3,9,1980,13,DM,M,NA,50,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2694,3,9,1980,20,NL,M,NA,177,Neotoma,albigula,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2695,3,9,1980,2,DM,M,NA,45,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2696,3,9,1980,18,DO,F,NA,NA,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2697,3,9,1980,22,RM,F,NA,NA,Reithrodontomys,megalotis,Rodent,Control
data_raw/surveys_part1.csv,2698,3,9,1980,13,DS,M,NA,104,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2699,3,9,1980,20,OT,M,NA,24,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2700,3,9,1980,1,DS,M,NA,110,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2701,3,9,1980,2,DM,F,NA,49,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2702,3,9,1980,12,DM,M,NA,56,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2703,3,9,1980,13,DM,M,NA,50,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2704,3,9,1980,14,DM,M,NA,43,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2705,3,9,1980,1,DM,F,NA,46,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2706,3,9,1980,4,DX,NA,NA,NA,Dipodomys,sp.,Rodent,Control
data_raw/surveys_part1.csv,2707,3,9,1980,12,DM,F,NA,27,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2708,3,9,1980,13,DM,M,NA,47,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2709,3,9,1980,13,DO,F,NA,55,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2710,3,9,1980,15,OT,F,NA,26,Onychomys,torridus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2711,3,9,1980,19,PE,F,NA,23,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2712,3,9,1980,8,DS,M,NA,82,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2713,3,9,1980,13,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2714,3,9,1980,22,DS,F,NA,114,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2715,3,9,1980,2,DM,F,NA,50,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2716,3,9,1980,6,OT,M,NA,24,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2717,3,9,1980,11,OL,M,NA,33,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part1.csv,2718,3,9,1980,20,DM,M,NA,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2719,3,9,1980,1,DM,F,NA,44,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2720,3,9,1980,5,PF,M,NA,6,Perognathus,flavus,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2721,3,9,1980,6,DO,F,NA,51,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2722,3,9,1980,9,OL,M,NA,36,Onychomys,leucogaster,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2723,3,9,1980,11,DM,F,NA,43,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2724,3,9,1980,13,DO,F,NA,39,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2725,3,9,1980,20,DM,F,NA,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2726,3,9,1980,22,DS,M,NA,141,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2727,3,9,1980,24,DM,F,NA,43,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2728,3,9,1980,2,NL,F,NA,NA,Neotoma,albigula,Rodent,Control
data_raw/surveys_part1.csv,2729,3,9,1980,4,PF,F,NA,7,Perognathus,flavus,Rodent,Control
data_raw/surveys_part1.csv,2730,3,9,1980,6,PF,M,NA,7,Perognathus,flavus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2731,3,9,1980,13,DM,F,NA,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2732,3,9,1980,20,NL,M,NA,212,Neotoma,albigula,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2733,3,9,1980,24,DM,F,NA,44,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2734,3,9,1980,19,PE,M,NA,21,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2735,3,9,1980,20,DS,M,NA,104,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2736,3,9,1980,1,DM,F,NA,42,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2737,3,9,1980,12,DM,F,NA,29,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2738,3,9,1980,18,OT,M,NA,25,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2739,3,9,1980,1,DM,F,NA,45,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2740,3,9,1980,2,DM,F,NA,45,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2741,3,9,1980,5,DM,F,NA,44,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2742,3,9,1980,6,NL,NA,NA,243,Neotoma,albigula,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2743,3,9,1980,9,DM,F,NA,44,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2744,3,9,1980,18,DO,M,NA,45,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2745,3,9,1980,24,DM,F,NA,39,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2746,3,21,1980,12,DS,M,NA,134,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2747,3,21,1980,10,OL,F,NA,42,Onychomys,leucogaster,Rodent,Rodent Exclosure
data_raw/surveys_part1.csv,2748,3,21,1980,17,OL,M,NA,35,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part1.csv,2749,3,21,1980,17,DM,M,NA,48,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2750,3,21,1980,9,DM,M,NA,47,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2751,3,21,1980,12,NL,M,NA,97,Neotoma,albigula,Rodent,Control
data_raw/surveys_part1.csv,2752,3,21,1980,17,OL,F,NA,40,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part1.csv,2753,3,21,1980,1,PF,F,14,7,Perognathus,flavus,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2754,3,21,1980,21,RM,F,NA,5,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2755,3,21,1980,19,RM,F,NA,13,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2756,3,21,1980,12,DM,F,NA,51,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2757,3,21,1980,8,DM,M,NA,44,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2758,3,21,1980,12,RM,F,NA,NA,Reithrodontomys,megalotis,Rodent,Control
data_raw/surveys_part1.csv,2759,3,21,1980,19,RM,F,NA,12,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2760,3,21,1980,21,PF,M,NA,NA,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2761,3,21,1980,11,DM,F,34,45,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2762,3,21,1980,17,DS,M,NA,160,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2763,3,21,1980,9,DS,F,45,61,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2764,3,21,1980,12,RM,M,NA,9,Reithrodontomys,megalotis,Rodent,Control
data_raw/surveys_part1.csv,2765,3,21,1980,9,DS,M,47,91,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2766,3,21,1980,20,DS,F,NA,165,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part1.csv,2767,3,21,1980,21,RM,F,NA,5,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part1.csv,2768,3,21,1980,9,DS,F,46,92,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part1.csv,2769,3,21,1980,8,DS,M,NA,134,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part1.csv,2770,3,21,1980,12,DM,F,NA,45,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part1.csv,2771,3,21,1980,17,DO,M,NA,51,Dipodomys,ordii,Rodent,Control
